date,actual_y_test,predictions
2021-12-24,0.4100508709727146,1.1111261
2021-12-25,0.7954370279019578,0.84676987
2021-12-26,0.8077693849236935,0.97439337
2021-12-27,0.4593802990596577,1.3811092
2021-12-28,0.727609064282411,2.86769
2021-12-29,2.1735779250809313,12.583421
2021-12-30,4.393402188993371,6.2436028
2021-12-31,8.453830738399876,5.981482
2022-01-01,10.467088022198242,9.248761
2022-01-02,13.460767689224603,37.630608
2022-01-03,11.826730383844613,22.37101
2022-01-04,15.921072915060892,60.4324
2022-01-05,32.02713118544782,24.99963
2022-01-06,51.54000308308925,34.61993
2022-01-07,65.2227531987051,41.113182
2022-01-08,79.49745645136427,41.562653
2022-01-09,86.37891166949284,43.675144
2022-01-10,100.0,27.540506
2022-01-11,84.31632495760752,29.197855
2022-01-12,96.77817172807153,33.929123
2022-01-13,12.760906428241098,8.943531
